,gene,1' pH7,1' pH5,16' pH7,16' pH5,1' pH7 density,16' pH7 density,1' pH5 density,16' pH5 density
641,HP0642,34,34,34,33,0.052307692307692305,0.052307692307692305,0.052307692307692305,0.05076923076923077
642,HP0643,41,42,41,41,0.03115501519756839,0.03115501519756839,0.031914893617021274,0.03115501519756839
643,HP0644,15,15,15,15,0.05172413793103448,0.05172413793103448,0.05172413793103448,0.05172413793103448
644,HP0645,68,67,68,67,0.04050029779630732,0.04050029779630732,0.039904705181655745,0.039904705181655745
645,HP0646,42,41,40,40,0.05134474327628362,0.0488997555012225,0.05012224938875306,0.0488997555012225
646,HP0647,20,20,20,20,0.04950495049504951,0.04950495049504951,0.04950495049504951,0.04950495049504951
647,HP0648,40,39,39,38,0.03162055335968379,0.0308300395256917,0.0308300395256917,0.030039525691699605
648,HP0649,63,64,63,64,0.04490377761938703,0.04490377761938703,0.045616535994297935,0.045616535994297935
649,HP0650,28,28,28,28,0.04770017035775128,0.04770017035775128,0.04770017035775128,0.04770017035775128
650,HP0651,54,53,55,54,0.0378416257883672,0.03854239663629993,0.03714085494043448,0.0378416257883672
651,HP0652,20,20,19,20,0.03225806451612903,0.03064516129032258,0.03225806451612903,0.03225806451612903
652,HP0653,41,41,41,41,0.082,0.082,0.082,0.082
653,HP0654,48,47,47,47,0.04448563484708063,0.04355885078776645,0.04355885078776645,0.04355885078776645
654,HP0655,118,116,117,118,0.042955951947579174,0.042591918456498,0.042227884965416816,0.042955951947579174
655,HP0656,45,45,45,45,0.039198606271777,0.039198606271777,0.039198606271777,0.039198606271777
656,HP0657,33,32,32,32,0.025482625482625483,0.02471042471042471,0.02471042471042471,0.02471042471042471
657,HP0658,68,69,67,69,0.047752808988764044,0.047050561797752806,0.04845505617977528,0.04845505617977528
658,HP0659,59,60,58,60,0.04754230459307011,0.046736502820306204,0.048348106365834004,0.048348106365834004
659,HP0660,46,46,46,46,0.045409674234945706,0.045409674234945706,0.045409674234945706,0.045409674234945706
660,HP0661,21,22,21,22,0.04906542056074766,0.04906542056074766,0.0514018691588785,0.0514018691588785
661,HP0662,22,22,22,22,0.030598052851182198,0.030598052851182198,0.030598052851182198,0.030598052851182198
662,HP0663,42,42,44,43,0.038391224862888484,0.04021937842778794,0.038391224862888484,0.03930530164533821
663,HP0664,13,14,13,13,0.025390625,0.025390625,0.02734375,0.025390625
664,HP0665,54,54,54,53,0.03941605839416058,0.03941605839416058,0.03941605839416058,0.03868613138686131
665,HP0666,34,34,34,33,0.026194144838212634,0.026194144838212634,0.026194144838212634,0.025423728813559324
666,HP0667,12,11,11,11,0.047244094488188976,0.04330708661417323,0.04330708661417323,0.04330708661417323
667,HP0668,70,69,70,71,0.038461538461538464,0.038461538461538464,0.03791208791208791,0.03901098901098901
668,HP0669,94,95,92,93,0.03359542530378842,0.032880629020729094,0.03395282344531808,0.03323802716225876
669,HP0670,44,45,43,43,0.03268945022288262,0.03194650817236255,0.033432392273402674,0.03194650817236255
670,HP0671,27,27,27,27,0.03337453646477132,0.03337453646477132,0.03337453646477132,0.03337453646477132
671,HP0672,43,43,43,43,0.036783575705731396,0.036783575705731396,0.036783575705731396,0.036783575705731396
672,HP0673,46,46,44,44,0.036021926389976505,0.03445575567736883,0.036021926389976505,0.03445575567736883
673,HP0674,28,28,28,28,0.040995607613469986,0.040995607613469986,0.040995607613469986,0.040995607613469986
674,HP0675,40,38,39,38,0.03686635944700461,0.035944700460829496,0.035023041474654376,0.035023041474654376
675,HP0676,10,10,10,10,0.019880715705765408,0.019880715705765408,0.019880715705765408,0.019880715705765408
676,HP0677,26,26,26,26,0.034031413612565446,0.034031413612565446,0.034031413612565446,0.034031413612565446
677,HP0678,7,7,7,7,0.06542056074766354,0.06542056074766354,0.06542056074766354,0.06542056074766354
678,HP0679,38,37,37,37,0.04387990762124711,0.042725173210161664,0.042725173210161664,0.042725173210161664
679,HP0680,88,88,87,86,0.03724079559881507,0.03681760473973762,0.03724079559881507,0.03639441388066018
680,HP0681,13,13,13,13,0.02584493041749503,0.02584493041749503,0.02584493041749503,0.02584493041749503
681,HP0682,19,19,19,19,0.050397877984084884,0.050397877984084884,0.050397877984084884,0.050397877984084884
682,HP0683,40,40,40,39,0.030816640986132512,0.030816640986132512,0.030816640986132512,0.030046224961479198
683,HP0684,6,6,6,6,0.01910828025477707,0.01910828025477707,0.01910828025477707,0.01910828025477707
684,HP0685,19,18,18,17,0.036893203883495145,0.03495145631067961,0.03495145631067961,0.03300970873786408
685,HP0686,93,93,92,92,0.04043478260869565,0.04,0.04043478260869565,0.04
686,HP0687,76,77,75,77,0.039480519480519484,0.03896103896103896,0.04,0.04
687,HP0688,19,19,19,19,0.03822937625754527,0.03822937625754527,0.03822937625754527,0.03822937625754527
688,HP0689,2,2,2,2,0.006968641114982578,0.006968641114982578,0.006968641114982578,0.006968641114982578
689,HP0690,60,60,61,60,0.051194539249146756,0.05204778156996587,0.051194539249146756,0.051194539249146756
690,HP0691,22,23,21,21,0.031654676258992806,0.030215827338129497,0.033093525179856115,0.030215827338129497
691,HP0692,37,37,36,37,0.05967741935483871,0.05806451612903226,0.05967741935483871,0.05967741935483871
692,HP0693,42,41,40,41,0.03085966201322557,0.029390154298310066,0.030124908155767818,0.030124908155767818
693,HP0694,25,25,25,25,0.032467532467532464,0.032467532467532464,0.032467532467532464,0.032467532467532464
694,HP0695,103,103,101,101,0.04817586529466791,0.04724041159962582,0.04817586529466791,0.04724041159962582
695,HP0696,121,123,121,121,0.05274629468177855,0.05274629468177855,0.05361813426329556,0.05274629468177855
696,HP0697,28,28,28,28,0.055666003976143144,0.055666003976143144,0.055666003976143144,0.055666003976143144
697,HP0698,0,0,0,0,0.0,0.0,0.0,0.0
698,HP0699,29,30,30,29,0.02829268292682927,0.02926829268292683,0.02926829268292683,0.02829268292682927
699,HP0700,12,12,11,11,0.031331592689295036,0.028720626631853787,0.031331592689295036,0.028720626631853787
700,HP0701,117,117,111,112,0.04717741935483871,0.044758064516129036,0.04717741935483871,0.04516129032258064
701,HP0702,11,11,11,11,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372
702,HP0703,54,54,54,54,0.047285464098073555,0.047285464098073555,0.047285464098073555,0.047285464098073555
703,HP0704,4,4,4,4,0.037383177570093455,0.037383177570093455,0.037383177570093455,0.037383177570093455
704,HP0705,89,91,89,89,0.03174037089871612,0.03174037089871612,0.03245363766048502,0.03174037089871612
705,HP0706,16,16,14,14,0.019559902200488997,0.017114914425427872,0.019559902200488997,0.017114914425427872
706,HP0707,31,30,29,30,0.03358613217768147,0.0314192849404117,0.032502708559046585,0.032502708559046585
707,HP0708,15,15,15,15,0.04398826979472141,0.04398826979472141,0.04398826979472141,0.04398826979472141
708,HP0709,22,23,22,22,0.024471635150166853,0.024471635150166853,0.025583982202447165,0.024471635150166853
709,HP0710,59,58,58,58,0.029813036887316825,0.029307731177362305,0.029307731177362305,0.029307731177362305
710,HP0711,43,42,42,42,0.03533278553820871,0.03451109285127362,0.03451109285127362,0.03451109285127362
711,HP0712,11,11,11,11,0.029649595687331536,0.029649595687331536,0.029649595687331536,0.029649595687331536
712,HP0713,6,6,6,6,0.017595307917888565,0.017595307917888565,0.017595307917888565,0.017595307917888565
713,HP0714,47,47,48,47,0.0378726833199033,0.038678485092667206,0.0378726833199033,0.0378726833199033
714,HP0715,30,30,29,29,0.04172461752433936,0.04033379694019471,0.04172461752433936,0.04033379694019471
715,HP0716,16,16,16,16,0.04020100502512563,0.04020100502512563,0.04020100502512563,0.04020100502512563
716,HP0717,43,44,40,41,0.024812463935372186,0.02308136180034622,0.025389497980380843,0.023658395845354875
717,HP0718,13,13,13,13,0.02066772655007949,0.02066772655007949,0.02066772655007949,0.02066772655007949
718,HP0719,23,23,24,24,0.0705521472392638,0.0736196319018405,0.0705521472392638,0.0736196319018405
719,HP0720,8,8,8,8,0.05063291139240506,0.05063291139240506,0.05063291139240506,0.05063291139240506
720,HP0721,38,38,38,38,0.08351648351648351,0.08351648351648351,0.08351648351648351,0.08351648351648351
721,HP0722,58,58,58,58,0.03181568842567197,0.03181568842567197,0.03181568842567197,0.03181568842567197
722,HP0723,41,40,41,40,0.041456016177957536,0.041456016177957536,0.04044489383215369,0.04044489383215369
723,HP0724,54,54,54,53,0.04066265060240964,0.04066265060240964,0.04066265060240964,0.039909638554216864
724,HP0725,62,62,60,60,0.032873806998939555,0.031813361611876985,0.032873806998939555,0.031813361611876985
725,HP0726,30,31,28,29,0.03282275711159737,0.030634573304157548,0.03391684901531729,0.03172866520787746
726,HP0727,34,35,35,34,0.03458799593082401,0.03560528992878942,0.03560528992878942,0.03458799593082401
727,HP0728,35,34,34,34,0.03475670307845084,0.033763654419066536,0.033763654419066536,0.033763654419066536
728,HP0729,44,43,43,43,0.041353383458646614,0.040413533834586464,0.040413533834586464,0.040413533834586464
729,HP0730,11,12,12,13,0.03642384105960265,0.039735099337748346,0.039735099337748346,0.04304635761589404
730,HP0731,98,96,96,96,0.0570430733410943,0.05587892898719441,0.05587892898719441,0.05587892898719441
731,HP0732,13,13,13,13,0.036827195467422094,0.036827195467422094,0.036827195467422094,0.036827195467422094
732,HP0733,62,61,59,59,0.03969270166453265,0.03777208706786172,0.03905249679897567,0.03777208706786172
733,HP0734,56,57,58,57,0.0425531914893617,0.044072948328267476,0.04331306990881459,0.04331306990881459
734,HP0735,9,9,10,9,0.019650655021834062,0.021834061135371178,0.019650655021834062,0.019650655021834062
735,HP0736,45,45,45,45,0.0406871609403255,0.0406871609403255,0.0406871609403255,0.0406871609403255
736,HP0737,20,20,20,20,0.042283298097251586,0.042283298097251586,0.042283298097251586,0.042283298097251586
737,HP0738,50,50,50,50,0.04807692307692308,0.04807692307692308,0.04807692307692308,0.04807692307692308
738,HP0739,23,23,23,24,0.03185595567867036,0.03185595567867036,0.03185595567867036,0.0332409972299169
739,HP0740,42,43,41,41,0.028416779431664412,0.02774018944519621,0.029093369418132613,0.02774018944519621
740,HP0741,24,24,25,24,0.04979253112033195,0.05186721991701245,0.04979253112033195,0.04979253112033195
741,HP0742,32,34,34,34,0.033578174186778595,0.035676810073452254,0.035676810073452254,0.035676810073452254
742,HP0743,44,45,44,44,0.03852889667250438,0.03852889667250438,0.03940455341506129,0.03852889667250438
743,HP0744,52,51,51,51,0.04276315789473684,0.04194078947368421,0.04194078947368421,0.04194078947368421
744,HP0745,32,32,31,31,0.0326530612244898,0.03163265306122449,0.0326530612244898,0.03163265306122449
745,HP0746,42,42,42,42,0.03343949044585987,0.03343949044585987,0.03343949044585987,0.03343949044585987
746,HP0747,32,32,32,32,0.027164685908319185,0.027164685908319185,0.027164685908319185,0.027164685908319185
747,HP0748,30,30,30,30,0.04491017964071856,0.04491017964071856,0.04491017964071856,0.04491017964071856
748,HP0749,34,34,36,35,0.04234122042341221,0.0448318804483188,0.04234122042341221,0.043586550435865505
749,HP0750,51,51,51,51,0.042535446205170975,0.042535446205170975,0.042535446205170975,0.042535446205170975
750,HP0751,16,16,15,15,0.0449438202247191,0.042134831460674156,0.0449438202247191,0.042134831460674156
751,HP0752,73,75,72,70,0.03612073231073726,0.035625927758535375,0.03711034141514102,0.034636318654131616
752,HP0753,16,16,16,16,0.042440318302387266,0.042440318302387266,0.042440318302387266,0.042440318302387266
753,HP0754,10,10,10,10,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.0423728813559322
754,HP0755,11,11,11,11,0.017488076311605722,0.017488076311605722,0.017488076311605722,0.017488076311605722
755,HP0756,22,22,22,22,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
756,HP0757,41,41,38,39,0.046857142857142854,0.04342857142857143,0.046857142857142854,0.044571428571428574
757,HP0758,57,56,57,56,0.04351145038167939,0.04351145038167939,0.042748091603053436,0.042748091603053436
758,HP0759,43,44,43,43,0.0344,0.0344,0.0352,0.0344
759,HP0760,65,65,66,65,0.04693140794223827,0.047653429602888084,0.04693140794223827,0.04693140794223827
760,HP0761,17,18,17,17,0.028380634390651086,0.028380634390651086,0.03005008347245409,0.028380634390651086
761,HP0762,20,20,20,20,0.036101083032490974,0.036101083032490974,0.036101083032490974,0.036101083032490974
762,HP0763,29,28,28,28,0.03302961275626424,0.03189066059225513,0.03189066059225513,0.03189066059225513
763,HP0764,72,70,69,69,0.05611847233047545,0.05378020265003897,0.05455962587685113,0.05378020265003897
764,HP0765,21,21,21,20,0.06885245901639345,0.06885245901639345,0.06885245901639345,0.06557377049180328
765,HP0766,36,37,36,37,0.0438489646772229,0.0438489646772229,0.04506699147381242,0.04506699147381242
766,HP0767,0,0,0,0,0.0,0.0,0.0,0.0
767,HP0768,38,38,37,37,0.0395010395010395,0.038461538461538464,0.0395010395010395,0.038461538461538464
768,HP0769,18,18,18,18,0.029900332225913623,0.029900332225913623,0.029900332225913623,0.029900332225913623
769,HP0770,37,37,37,37,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
770,HP0771,25,25,25,25,0.0340599455040872,0.0340599455040872,0.0340599455040872,0.0340599455040872
771,HP0772,45,45,43,43,0.03411675511751327,0.032600454890068235,0.03411675511751327,0.032600454890068235
772,HP0773,58,57,57,57,0.05330882352941176,0.05238970588235294,0.05238970588235294,0.05238970588235294
773,HP0774,54,53,53,54,0.044813278008298756,0.04398340248962656,0.04398340248962656,0.044813278008298756
774,HP0775,109,111,106,106,0.04690189328743546,0.04561101549053356,0.047762478485370054,0.04561101549053356
775,HP0776,6,6,6,6,0.02390438247011952,0.02390438247011952,0.02390438247011952,0.02390438247011952
776,HP0777,28,28,28,28,0.03894297635605007,0.03894297635605007,0.03894297635605007,0.03894297635605007
777,HP0778,19,19,19,20,0.027941176470588237,0.027941176470588237,0.027941176470588237,0.029411764705882353
778,HP0779,105,104,105,107,0.04104769351055512,0.04104769351055512,0.040656763096168884,0.0418295543393276
779,HP0780,10,9,9,10,0.03717472118959108,0.03345724907063197,0.03345724907063197,0.03717472118959108
780,HP0781,29,30,28,29,0.02255054432348367,0.02177293934681182,0.02332814930015552,0.02255054432348367
781,HP0782,53,53,53,52,0.038856304985337244,0.038856304985337244,0.038856304985337244,0.03812316715542522
782,HP0783,19,19,18,18,0.038461538461538464,0.03643724696356275,0.038461538461538464,0.03643724696356275
783,HP0784,6,6,6,6,0.04580152671755725,0.04580152671755725,0.04580152671755725,0.04580152671755725
784,HP0785,16,16,16,16,0.029038112522686024,0.029038112522686024,0.029038112522686024,0.029038112522686024
785,HP0786,117,115,111,111,0.04510408635312259,0.04279105628373169,0.04433307632999229,0.04279105628373169
786,HP0787,61,61,61,61,0.04963384865744508,0.04963384865744508,0.04963384865744508,0.04963384865744508
787,HP0788,45,45,42,42,0.030080213903743314,0.02807486631016043,0.030080213903743314,0.02807486631016043
788,HP0789,6,5,5,5,0.04195804195804196,0.03496503496503497,0.03496503496503497,0.03496503496503497
789,HP0790,49,51,48,49,0.037925696594427245,0.03715170278637771,0.039473684210526314,0.037925696594427245
790,HP0791,80,78,76,76,0.03889158969372873,0.03694701020904229,0.037919299951385516,0.03694701020904229
791,HP0792,59,57,59,59,0.03889255108767304,0.03889255108767304,0.037574159525379035,0.03889255108767304
792,HP0793,35,35,35,35,0.0671785028790787,0.0671785028790787,0.0671785028790787,0.0671785028790787
793,HP0794,23,23,23,23,0.039182282793867124,0.039182282793867124,0.039182282793867124,0.039182282793867124
794,HP0795,49,49,48,49,0.036242603550295856,0.03550295857988166,0.036242603550295856,0.036242603550295856
795,HP0796,12,12,12,12,0.014405762304921969,0.014405762304921969,0.014405762304921969,0.014405762304921969
796,HP0797,25,25,25,25,0.03209242618741977,0.03209242618741977,0.03209242618741977,0.03209242618741977
797,HP0798,22,22,22,22,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744
798,HP0799,16,16,17,16,0.030360531309297913,0.03225806451612903,0.030360531309297913,0.030360531309297913
799,HP0800,4,4,4,4,0.009216589861751152,0.009216589861751152,0.009216589861751152,0.009216589861751152
800,HP0801,7,7,7,7,0.03167420814479638,0.03167420814479638,0.03167420814479638,0.03167420814479638
801,HP0802,10,10,8,10,0.017391304347826087,0.01391304347826087,0.017391304347826087,0.017391304347826087
802,HP0803,24,24,24,24,0.028708133971291867,0.028708133971291867,0.028708133971291867,0.028708133971291867
803,HP0804,39,38,38,38,0.037827352085354024,0.03685741998060136,0.03685741998060136,0.03685741998060136
804,HP0805,32,32,32,32,0.03760282021151586,0.03760282021151586,0.03760282021151586,0.03760282021151586
805,HP0806,18,18,18,18,0.029173419773095625,0.029173419773095625,0.029173419773095625,0.029173419773095625
806,HP0807,87,86,86,87,0.03686440677966102,0.036440677966101696,0.036440677966101696,0.03686440677966102
807,HP0808,10,11,9,8,0.028089887640449437,0.025280898876404494,0.03089887640449438,0.02247191011235955
808,HP0809,16,16,16,16,0.029197080291970802,0.029197080291970802,0.029197080291970802,0.029197080291970802
809,HP0810,21,20,20,21,0.035058430717863104,0.0333889816360601,0.0333889816360601,0.035058430717863104
810,HP0811,13,13,13,13,0.04024767801857585,0.04024767801857585,0.04024767801857585,0.04024767801857585
811,HP0812,37,37,36,37,0.036742800397219465,0.03574975173783516,0.036742800397219465,0.036742800397219465
812,HP0813,27,28,27,28,0.043973941368078175,0.043973941368078175,0.04560260586319218,0.04560260586319218
813,HP0814,22,22,23,22,0.028795811518324606,0.030104712041884817,0.028795811518324606,0.028795811518324606
814,HP0815,24,23,22,21,0.03116883116883117,0.02857142857142857,0.02987012987012987,0.02727272727272727
815,HP0816,33,33,33,33,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.04285714285714286
816,HP0817,18,18,18,18,0.040632054176072234,0.040632054176072234,0.040632054176072234,0.040632054176072234
817,HP0818,58,57,57,58,0.03498190591073583,0.03437876960193004,0.03437876960193004,0.03498190591073583
818,HP0819,15,15,15,15,0.023183925811437404,0.023183925811437404,0.023183925811437404,0.023183925811437404
819,HP0820,15,15,15,15,0.03275109170305677,0.03275109170305677,0.03275109170305677,0.03275109170305677
820,HP0821,55,54,56,56,0.030881527231892195,0.031443009545199324,0.030320044918585063,0.031443009545199324
821,HP0822,28,29,30,30,0.022187004754358162,0.02377179080824089,0.022979397781299524,0.02377179080824089
822,HP0823,14,14,14,14,0.04105571847507331,0.04105571847507331,0.04105571847507331,0.04105571847507331
823,HP0824,11,11,11,11,0.03470031545741325,0.03470031545741325,0.03470031545741325,0.03470031545741325
824,HP0825,51,50,51,49,0.05472103004291846,0.05472103004291846,0.0536480686695279,0.05257510729613734
825,HP0826,31,30,31,31,0.037897310513447434,0.037897310513447434,0.03667481662591687,0.037897310513447434
826,HP0827,8,8,8,8,0.0326530612244898,0.0326530612244898,0.0326530612244898,0.0326530612244898
827,HP0828,36,34,33,33,0.053175775480059084,0.04874446085672083,0.050221565731166914,0.04874446085672083
828,HP0829,52,52,51,51,0.036061026352288486,0.03536754507628294,0.036061026352288486,0.03536754507628294
829,HP0830,58,57,57,57,0.042709867452135494,0.04197349042709867,0.04197349042709867,0.04197349042709867
830,HP0831,25,25,25,25,0.04258943781942078,0.04258943781942078,0.04258943781942078,0.04258943781942078
831,HP0832,25,24,24,25,0.03184713375796178,0.030573248407643312,0.030573248407643312,0.03184713375796178
832,HP0833,31,31,31,31,0.03542857142857143,0.03542857142857143,0.03542857142857143,0.03542857142857143
833,HP0834,55,55,55,55,0.04005826656955572,0.04005826656955572,0.04005826656955572,0.04005826656955572
834,HP0835,13,13,13,13,0.046263345195729534,0.046263345195729534,0.046263345195729534,0.046263345195729534
835,HP0836,19,19,19,20,0.05337078651685393,0.05337078651685393,0.05337078651685393,0.056179775280898875
836,HP0837,14,14,14,14,0.04590163934426229,0.04590163934426229,0.04590163934426229,0.04590163934426229
837,HP0838,23,23,23,23,0.03745928338762215,0.03745928338762215,0.03745928338762215,0.03745928338762215
838,HP0839,65,68,66,67,0.036931818181818184,0.0375,0.038636363636363635,0.03806818181818182
839,HP0840,50,50,49,49,0.050100200400801605,0.04909819639278557,0.050100200400801605,0.04909819639278557
840,HP0841,43,43,43,42,0.033751962323390894,0.033751962323390894,0.033751962323390894,0.03296703296703297
841,HP0842,28,28,28,28,0.03814713896457766,0.03814713896457766,0.03814713896457766,0.03814713896457766
842,HP0843,24,24,26,25,0.036585365853658534,0.039634146341463415,0.036585365853658534,0.038109756097560975
843,HP0844,23,23,23,24,0.02843016069221261,0.02843016069221261,0.02843016069221261,0.029666254635352288
844,HP0845,25,25,23,25,0.030562347188264057,0.028117359413202935,0.030562347188264057,0.030562347188264057
845,HP0846,128,127,124,125,0.04928763958413554,0.047747400847131305,0.04890257989988448,0.048132460531382364
846,HP0847,5,6,5,6,0.05102040816326531,0.05102040816326531,0.061224489795918366,0.061224489795918366
847,HP0848,30,30,30,30,0.0335946248600224,0.0335946248600224,0.0335946248600224,0.0335946248600224
848,HP0849,4,4,4,4,0.013937282229965157,0.013937282229965157,0.013937282229965157,0.013937282229965157
849,HP0850,58,59,58,58,0.03670886075949367,0.03670886075949367,0.03734177215189873,0.03670886075949367
850,HP0851,16,15,15,15,0.023529411764705882,0.022058823529411766,0.022058823529411766,0.022058823529411766
851,HP0852,33,33,33,32,0.035181236673773986,0.035181236673773986,0.035181236673773986,0.03411513859275053
852,HP0853,70,70,71,71,0.04380475594493116,0.044430538172715896,0.04380475594493116,0.044430538172715896
853,HP0854,62,62,60,60,0.06326530612244897,0.061224489795918366,0.06326530612244897,0.061224489795918366
854,HP0855,45,45,45,45,0.028481012658227847,0.028481012658227847,0.028481012658227847,0.028481012658227847
855,HP0856,37,37,38,37,0.03391384051329056,0.034830430797433545,0.03391384051329056,0.03391384051329056
856,HP0857,10,10,10,10,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087
857,HP0858,48,48,47,49,0.03473227206946455,0.03400868306801737,0.03473227206946455,0.03545586107091172
858,HP0859,33,32,32,32,0.033367037411526794,0.032355915065722954,0.032355915065722954,0.032355915065722954
859,HP0860,22,22,22,22,0.04247104247104247,0.04247104247104247,0.04247104247104247,0.04247104247104247
860,HP0861,42,42,42,42,0.05698778833107191,0.05698778833107191,0.05698778833107191,0.05698778833107191
861,HP0862,16,16,16,17,0.023952095808383235,0.023952095808383235,0.023952095808383235,0.025449101796407185
862,HP0863,54,54,54,54,0.03323076923076923,0.03323076923076923,0.03323076923076923,0.03323076923076923
863,HP0864,21,21,21,21,0.03215926493108729,0.03215926493108729,0.03215926493108729,0.03215926493108729
864,HP0865,16,16,16,16,0.03686635944700461,0.03686635944700461,0.03686635944700461,0.03686635944700461
865,HP0866,17,17,17,17,0.034623217922606926,0.034623217922606926,0.034623217922606926,0.034623217922606926
866,HP0867,41,41,40,41,0.037998146431881374,0.03707136237256719,0.037998146431881374,0.037998146431881374
867,HP0868,14,13,14,14,0.03056768558951965,0.03056768558951965,0.028384279475982533,0.03056768558951965
868,HP0869,15,17,17,16,0.04285714285714286,0.04857142857142857,0.04857142857142857,0.045714285714285714
869,HP0870,109,107,105,103,0.05062703204830469,0.04876915931258709,0.04969809568044589,0.04784022294472828
870,HP0871,34,32,32,32,0.046511627906976744,0.04377564979480164,0.04377564979480164,0.04377564979480164
871,HP0872,15,15,15,15,0.046012269938650305,0.046012269938650305,0.046012269938650305,0.046012269938650305
872,HP0873,2,2,2,2,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943
873,HP0874,38,38,38,38,0.04357798165137615,0.04357798165137615,0.04357798165137615,0.04357798165137615
874,HP0875,78,79,77,78,0.05151915455746367,0.05085865257595773,0.05217965653896962,0.05151915455746367
875,HP0876,75,77,75,73,0.031618887015177066,0.031618887015177066,0.03246205733558179,0.030775716694772345
876,HP0877,14,14,14,14,0.029787234042553193,0.029787234042553193,0.029787234042553193,0.029787234042553193
877,HP0878,4,4,4,4,0.023529411764705882,0.023529411764705882,0.023529411764705882,0.023529411764705882
878,HP0879,34,35,34,33,0.05619834710743802,0.05619834710743802,0.05785123966942149,0.05454545454545454
879,HP0880,18,18,18,18,0.04295942720763723,0.04295942720763723,0.04295942720763723,0.04295942720763723
880,HP0881,4,4,4,4,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216
881,HP0882,11,11,11,11,0.031161473087818695,0.031161473087818695,0.031161473087818695,0.031161473087818695
882,HP0883,18,19,18,18,0.032846715328467155,0.032846715328467155,0.03467153284671533,0.032846715328467155
883,HP0884,64,64,65,65,0.03476371537208039,0.03530689842476915,0.03476371537208039,0.03530689842476915
884,HP0885,29,28,28,28,0.020984081041968163,0.020260492040520984,0.020260492040520984,0.020260492040520984
885,HP0886,48,48,48,48,0.03443328550932568,0.03443328550932568,0.03443328550932568,0.03443328550932568
886,HP0887,110,112,107,107,0.02843111915223572,0.027655724993538383,0.02894804859136728,0.027655724993538383
887,HP0888,23,23,23,22,0.030104712041884817,0.030104712041884817,0.030104712041884817,0.028795811518324606
888,HP0889,28,29,27,28,0.028659160696008188,0.027635619242579325,0.02968270214943705,0.028659160696008188
889,HP0890,35,35,34,34,0.04563233376792699,0.04432855280312908,0.04563233376792699,0.04432855280312908
890,HP0891,24,24,24,24,0.046065259117082535,0.046065259117082535,0.046065259117082535,0.046065259117082535
891,HP0892,5,5,5,5,0.01858736059479554,0.01858736059479554,0.01858736059479554,0.01858736059479554
892,HP0893,5,5,5,5,0.017605633802816902,0.017605633802816902,0.017605633802816902,0.017605633802816902
893,HP0894,9,9,7,7,0.034220532319391636,0.026615969581749048,0.034220532319391636,0.026615969581749048
894,HP0895,10,10,10,10,0.026737967914438502,0.026737967914438502,0.026737967914438502,0.026737967914438502
895,HP0896,69,69,69,68,0.03250117757889778,0.03250117757889778,0.03250117757889778,0.03203014601978332
896,HP0897,15,16,16,16,0.024077046548956663,0.025682182985553772,0.025682182985553772,0.025682182985553772
897,HP0898,55,55,56,55,0.04959422903516682,0.05049594229035167,0.04959422903516682,0.04959422903516682
898,HP0899,9,9,9,9,0.0391304347826087,0.0391304347826087,0.0391304347826087,0.0391304347826087
899,HP0900,31,32,31,32,0.04275862068965517,0.04275862068965517,0.044137931034482755,0.044137931034482755
900,HP0901,6,6,6,6,0.04918032786885246,0.04918032786885246,0.04918032786885246,0.04918032786885246
901,HP0902,10,10,10,10,0.033783783783783786,0.033783783783783786,0.033783783783783786,0.033783783783783786
902,HP0903,54,54,51,52,0.045112781954887216,0.042606516290726815,0.045112781954887216,0.04344193817878028
903,HP0904,34,34,33,33,0.037199124726477024,0.036105032822757115,0.037199124726477024,0.036105032822757115
904,HP0905,23,23,23,23,0.0344311377245509,0.0344311377245509,0.0344311377245509,0.0344311377245509
905,HP0906,54,55,54,55,0.03417721518987342,0.03417721518987342,0.03481012658227848,0.03481012658227848
906,HP0907,48,48,48,48,0.05321507760532151,0.05321507760532151,0.05321507760532151,0.05321507760532151
907,HP0908,74,72,71,70,0.040793825799338476,0.03914002205071665,0.03969128996692393,0.03858875413450937
908,HP0909,13,13,13,14,0.02159468438538206,0.02159468438538206,0.02159468438538206,0.023255813953488372
909,HP0910,31,30,28,28,0.027288732394366196,0.02464788732394366,0.02640845070422535,0.02464788732394366
910,HP0911,77,76,75,75,0.03804347826086957,0.03705533596837945,0.037549407114624504,0.03705533596837945
911,HP0912,45,44,44,44,0.029145077720207253,0.02849740932642487,0.02849740932642487,0.02849740932642487
912,HP0913,47,47,47,46,0.029634300126103404,0.029634300126103404,0.029634300126103404,0.029003783102143757
913,HP0914,70,71,70,70,0.045425048669695,0.045425048669695,0.046073977936404935,0.045425048669695
914,HP0915,56,56,56,56,0.03323442136498516,0.03323442136498516,0.03323442136498516,0.03323442136498516
915,HP0916,27,27,27,27,0.036193029490616625,0.036193029490616625,0.036193029490616625,0.036193029490616625
