,gene,1' pH7,1' pH5,16' pH7,16' pH5,1' pH7 density,16' pH7 density,1' pH5 density,16' pH5 density
39,HP0040,25,23,23,22,0.033783783783783786,0.031081081081081083,0.031081081081081083,0.02972972972972973
40,HP0041,7,7,7,7,0.019021739130434784,0.019021739130434784,0.019021739130434784,0.019021739130434784
41,HP0042,28,28,28,28,0.04011461318051576,0.04011461318051576,0.04011461318051576,0.04011461318051576
42,HP0043,45,45,45,45,0.0319375443577005,0.0319375443577005,0.0319375443577005,0.0319375443577005
43,HP0044,38,38,38,38,0.03327495621716287,0.03327495621716287,0.03327495621716287,0.03327495621716287
44,HP0045,35,36,36,36,0.03767491926803014,0.038751345532831,0.038751345532831,0.038751345532831
45,HP0046,0,0,0,0,0.0,0.0,0.0,0.0
46,HP0047,44,42,40,40,0.044221105527638194,0.04020100502512563,0.04221105527638191,0.04020100502512563
47,HP0048,69,71,68,70,0.02992194275802255,0.029488291413703384,0.030789245446660885,0.030355594102341718
48,HP0049,30,30,30,30,0.030333670374115267,0.030333670374115267,0.030333670374115267,0.030333670374115267
49,HP0050,21,22,21,22,0.030215827338129497,0.030215827338129497,0.031654676258992806,0.031654676258992806
50,HP0051,27,28,28,27,0.02537593984962406,0.02631578947368421,0.02631578947368421,0.02537593984962406
51,HP0052,26,25,25,26,0.0262891809908999,0.025278058645096056,0.025278058645096056,0.0262891809908999
52,HP0053,26,26,25,25,0.020700636942675158,0.019904458598726114,0.020700636942675158,0.019904458598726114
53,HP0054,56,54,54,54,0.022690437601296597,0.02188006482982172,0.02188006482982172,0.02188006482982172
54,HP0055,62,62,61,62,0.04169468728984533,0.0410221923335575,0.04169468728984533,0.04169468728984533
55,HP0056,148,147,148,149,0.04164321890827237,0.04164321890827237,0.0413618458075408,0.04192459200900394
56,HP0057,4,4,4,4,0.019417475728155338,0.019417475728155338,0.019417475728155338,0.019417475728155338
57,HP0058,33,32,33,32,0.02756892230576441,0.02756892230576441,0.026733500417710943,0.026733500417710943
58,HP0059,27,27,27,27,0.03172737955346651,0.03172737955346651,0.03172737955346651,0.03172737955346651
59,HP0060,101,101,101,101,0.041427399507793276,0.041427399507793276,0.041427399507793276,0.041427399507793276
60,HP0061,25,25,25,25,0.044169611307420496,0.044169611307420496,0.044169611307420496,0.044169611307420496
61,HP0062,18,19,17,17,0.07003891050583658,0.06614785992217899,0.07392996108949416,0.06614785992217899
62,HP0063,64,64,63,63,0.04303967720242098,0.04236718224613315,0.04303967720242098,0.04236718224613315
63,HP0064,17,17,17,17,0.040865384615384616,0.040865384615384616,0.040865384615384616,0.040865384615384616
64,HP0065,23,26,23,23,0.06571428571428571,0.06571428571428571,0.07428571428571429,0.06571428571428571
65,HP0066,88,91,87,87,0.03531300160513644,0.034911717495987156,0.03651685393258427,0.034911717495987156
66,HP0067,34,34,35,34,0.042821158690176324,0.04408060453400504,0.042821158690176324,0.042821158690176324
67,HP0068,38,39,39,39,0.06375838926174497,0.06543624161073826,0.06543624161073826,0.06543624161073826
68,HP0069,34,34,34,34,0.04467805519053877,0.04467805519053877,0.04467805519053877,0.04467805519053877
69,HP0070,24,24,24,24,0.047151277013752456,0.047151277013752456,0.047151277013752456,0.047151277013752456
70,HP0071,25,25,25,25,0.04280821917808219,0.04280821917808219,0.04280821917808219,0.04280821917808219
71,HP0072,96,96,93,93,0.05627198124267292,0.05451348182883939,0.05627198124267292,0.05451348182883939
72,HP0073,24,24,24,24,0.033660589060308554,0.033660589060308554,0.033660589060308554,0.033660589060308554
73,HP0074,14,13,14,13,0.029787234042553193,0.029787234042553193,0.027659574468085105,0.027659574468085105
74,HP0075,58,60,58,58,0.043478260869565216,0.043478260869565216,0.044977511244377814,0.043478260869565216
75,HP0076,4,4,4,4,0.015037593984962405,0.015037593984962405,0.015037593984962405,0.015037593984962405
76,HP0077,52,51,50,49,0.04928909952606635,0.04739336492890995,0.04834123222748815,0.046445497630331754
77,HP0078,6,6,5,5,0.023622047244094488,0.01968503937007874,0.023622047244094488,0.01968503937007874
78,HP0079,65,65,63,64,0.03643497757847534,0.03531390134529148,0.03643497757847534,0.03587443946188341
79,HP0080,82,83,81,81,0.04611923509561305,0.045556805399325086,0.046681664791901015,0.045556805399325086
80,HP0081,5,5,5,5,0.04201680672268908,0.04201680672268908,0.04201680672268908,0.04201680672268908
81,HP0082,96,95,93,92,0.04757185332011893,0.046085232903865216,0.04707631318136769,0.04558969276511397
82,HP0083,15,15,15,15,0.038860103626943004,0.038860103626943004,0.038860103626943004,0.038860103626943004
83,HP0084,14,14,14,14,0.03317535545023697,0.03317535545023697,0.03317535545023697,0.03317535545023697
84,HP0085,6,6,6,6,0.032432432432432434,0.032432432432432434,0.032432432432432434,0.032432432432432434
85,HP0086,60,61,60,60,0.04447739065974796,0.04447739065974796,0.0452186805040771,0.04447739065974796
86,HP0087,45,44,45,45,0.032846715328467155,0.032846715328467155,0.032116788321167884,0.032846715328467155
87,HP0088,111,110,108,108,0.055168986083499,0.0536779324055666,0.05467196819085487,0.0536779324055666
88,HP0089,28,27,26,26,0.04046242774566474,0.03757225433526012,0.03901734104046243,0.03757225433526012
89,HP0090,22,23,23,22,0.023758099352051837,0.024838012958963283,0.024838012958963283,0.023758099352051837
90,HP0091,16,16,16,16,0.01927710843373494,0.01927710843373494,0.01927710843373494,0.01927710843373494
91,HP0092,32,32,30,30,0.03855421686746988,0.03614457831325301,0.03855421686746988,0.03614457831325301
92,HP0093,25,25,25,25,0.07598784194528875,0.07598784194528875,0.07598784194528875,0.07598784194528875
93,HP0094,17,19,17,17,0.036637931034482756,0.036637931034482756,0.040948275862068964,0.036637931034482756
94,HP0095,21,22,20,21,0.03984819734345351,0.03795066413662239,0.04174573055028463,0.03984819734345351
95,HP0096,41,42,40,40,0.04357066950053135,0.04250797024442083,0.044633368756641874,0.04250797024442083
96,HP0097,29,28,29,28,0.04084507042253521,0.04084507042253521,0.03943661971830986,0.03943661971830986
97,HP0098,38,38,38,38,0.02608098833218943,0.02608098833218943,0.02608098833218943,0.02608098833218943
98,HP0099,77,77,75,75,0.03804347826086957,0.03705533596837945,0.03804347826086957,0.03705533596837945
99,HP0100,34,34,33,34,0.030825022665457842,0.029918404351767906,0.030825022665457842,0.030825022665457842
100,HP0101,12,13,13,12,0.0158311345646438,0.017150395778364115,0.017150395778364115,0.0158311345646438
101,HP0102,25,25,25,25,0.03221649484536082,0.03221649484536082,0.03221649484536082,0.03221649484536082
102,HP0103,80,80,78,78,0.047225501770956316,0.04604486422668241,0.047225501770956316,0.04604486422668241
103,HP0104,69,70,69,69,0.03960964408725603,0.03960964408725603,0.040183696900114814,0.03960964408725603
104,HP0105,25,24,25,25,0.05387931034482758,0.05387931034482758,0.05172413793103448,0.05387931034482758
105,HP0106,45,44,44,44,0.03950834064969271,0.038630377524143986,0.038630377524143986,0.038630377524143986
106,HP0107,32,32,31,31,0.03489640130861505,0.03380588876772083,0.03489640130861505,0.03380588876772083
107,HP0108,25,26,25,25,0.04488330341113106,0.04488330341113106,0.0466786355475763,0.04488330341113106
108,HP0109,57,55,56,57,0.03066164604626143,0.03012372243141474,0.029585798816568046,0.03066164604626143
109,HP0110,37,37,37,37,0.06537102473498234,0.06537102473498234,0.06537102473498234,0.06537102473498234
110,HP0111,20,20,20,20,0.02418379685610641,0.02418379685610641,0.02418379685610641,0.02418379685610641
111,HP0112,37,36,36,36,0.05346820809248555,0.05202312138728324,0.05202312138728324,0.05202312138728324
112,HP0113,10,9,10,10,0.034129692832764506,0.034129692832764506,0.030716723549488054,0.034129692832764506
113,HP0114,76,75,74,75,0.0403611258629846,0.03929899097185342,0.03983005841741901,0.03983005841741901
114,HP0115,67,65,67,65,0.043478260869565216,0.043478260869565216,0.04218040233614536,0.04218040233614536
115,HP0116,92,92,88,88,0.04168554599003172,0.03987313094698686,0.04168554599003172,0.03987313094698686
116,HP0117,33,31,32,32,0.035752979414951244,0.03466955579631636,0.03358613217768147,0.03466955579631636
117,HP0118,27,27,27,27,0.022804054054054054,0.022804054054054054,0.022804054054054054,0.022804054054054054
118,HP0119,35,33,33,33,0.02532561505065123,0.023878437047756874,0.023878437047756874,0.023878437047756874
119,HP0120,32,32,32,32,0.026823134953897737,0.026823134953897737,0.026823134953897737,0.026823134953897737
120,HP0121,98,98,99,98,0.040246406570841886,0.0406570841889117,0.040246406570841886,0.040246406570841886
121,HP0122,3,3,3,3,0.0234375,0.0234375,0.0234375,0.0234375
122,HP0123,71,71,72,70,0.038692098092643054,0.03923705722070845,0.038692098092643054,0.03814713896457766
123,HP0124,23,23,23,23,0.03782894736842105,0.03782894736842105,0.03782894736842105,0.03782894736842105
124,HP0125,10,10,10,10,0.05235602094240838,0.05235602094240838,0.05235602094240838,0.05235602094240838
125,HP0126,26,26,27,26,0.07492795389048991,0.07780979827089338,0.07492795389048991,0.07492795389048991
126,HP0127,35,35,35,35,0.040840140023337225,0.040840140023337225,0.040840140023337225,0.040840140023337225
127,HP0128,0,0,0,0,0.0,0.0,0.0,0.0
128,HP0129,31,31,30,30,0.07345971563981042,0.07109004739336493,0.07345971563981042,0.07109004739336493
129,HP0130,41,42,40,40,0.047841306884480746,0.046674445740956826,0.049008168028004666,0.046674445740956826
130,HP0131,3,3,3,3,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.030612244897959183
131,HP0132,49,49,49,48,0.03592375366568915,0.03592375366568915,0.03592375366568915,0.03519061583577713
132,HP0133,29,31,29,28,0.023424878836833602,0.023424878836833602,0.025040387722132473,0.022617124394184167
133,HP0134,57,58,56,56,0.04234769687964339,0.041604754829123326,0.04309063893016345,0.041604754829123326
134,HP0135,1,1,1,1,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.007633587786259542
135,HP0136,12,13,12,11,0.026373626373626374,0.026373626373626374,0.02857142857142857,0.024175824175824177
136,HP0137,26,26,26,26,0.04113924050632911,0.04113924050632911,0.04113924050632911,0.04113924050632911
137,HP0138,51,51,51,51,0.03536754507628294,0.03536754507628294,0.03536754507628294,0.03536754507628294
138,HP0139,33,33,33,33,0.04551724137931035,0.04551724137931035,0.04551724137931035,0.04551724137931035
139,HP0140,45,46,44,43,0.027339003645200487,0.026731470230862697,0.027946537059538274,0.02612393681652491
140,HP0141,47,46,47,46,0.028450363196125907,0.028450363196125907,0.02784503631961259,0.02784503631961259
141,HP0142,29,30,29,29,0.029501525940996948,0.029501525940996948,0.030518819938962362,0.029501525940996948
142,HP0143,46,48,47,47,0.03178991015894955,0.03248099516240498,0.0331720801658604,0.03248099516240498
143,HP0144,58,58,57,57,0.039644565960355434,0.03896103896103896,0.039644565960355434,0.03896103896103896
144,HP0145,41,40,39,38,0.058992805755395686,0.05611510791366906,0.05755395683453238,0.05467625899280575
145,HP0146,11,11,11,11,0.05045871559633028,0.05045871559633028,0.05045871559633028,0.05045871559633028
146,HP0147,37,37,34,35,0.043173862310385065,0.039673278879813305,0.043173862310385065,0.040840140023337225
147,HP0148,5,5,5,5,0.024630541871921183,0.024630541871921183,0.024630541871921183,0.024630541871921183
148,HP0149,14,14,14,14,0.024096385542168676,0.024096385542168676,0.024096385542168676,0.024096385542168676
149,HP0150,19,19,19,19,0.03236797274275979,0.03236797274275979,0.03236797274275979,0.03236797274275979
150,HP0151,24,24,25,24,0.029666254635352288,0.030902348578491966,0.029666254635352288,0.029666254635352288
151,HP0152,37,35,34,34,0.04302325581395349,0.03953488372093023,0.040697674418604654,0.03953488372093023
152,HP0153,58,57,58,58,0.05576923076923077,0.05576923076923077,0.05480769230769231,0.05576923076923077
153,HP0154,61,60,59,59,0.047768206734534066,0.04620203602192639,0.04698512137823023,0.04620203602192639
154,HP0155,12,12,12,12,0.04411764705882353,0.04411764705882353,0.04411764705882353,0.04411764705882353
155,HP0156,18,18,18,18,0.03005008347245409,0.03005008347245409,0.03005008347245409,0.03005008347245409
156,HP0157,23,22,23,22,0.04742268041237113,0.04742268041237113,0.04536082474226804,0.04536082474226804
157,HP0158,47,47,46,47,0.04931794333683106,0.048268625393494226,0.04931794333683106,0.04931794333683106
158,HP0159,41,41,41,41,0.036771300448430494,0.036771300448430494,0.036771300448430494,0.036771300448430494
159,HP0160,31,32,28,28,0.03380588876772083,0.030534351145038167,0.03489640130861505,0.030534351145038167
160,HP0161,0,0,1,0,0.0,0.009345794392523364,0.0,0.0
161,HP0162,29,30,29,29,0.04033379694019471,0.04033379694019471,0.04172461752433936,0.04033379694019471
162,HP0163,49,47,49,49,0.0506198347107438,0.0506198347107438,0.04855371900826446,0.0506198347107438
163,HP0164,41,41,5,5,0.05387647831800263,0.006570302233902759,0.05387647831800263,0.006570302233902759
164,HP0165,10,10,2,2,0.019305019305019305,0.003861003861003861,0.019305019305019305,0.003861003861003861
165,HP0166,25,25,23,23,0.037091988130563795,0.03412462908011869,0.037091988130563795,0.03412462908011869
166,HP0167,20,20,20,20,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0425531914893617
167,HP0168,18,17,16,16,0.06923076923076923,0.06153846153846154,0.06538461538461539,0.06153846153846154
168,HP0169,42,44,44,43,0.03320158102766799,0.034782608695652174,0.034782608695652174,0.03399209486166008
169,HP0170,58,58,59,58,0.07651715039577836,0.07783641160949868,0.07651715039577836,0.07651715039577836
170,HP0171,35,35,36,34,0.03216911764705882,0.03308823529411765,0.03216911764705882,0.03125
171,HP0172,27,27,27,27,0.02303754266211604,0.02303754266211604,0.02303754266211604,0.02303754266211604
172,HP0173,28,28,28,28,0.03664921465968586,0.03664921465968586,0.03664921465968586,0.03664921465968586
173,HP0174,16,15,15,15,0.02069857697283312,0.019404915912031046,0.019404915912031046,0.019404915912031046
174,HP0175,32,31,29,29,0.03571428571428571,0.03236607142857143,0.03459821428571429,0.03236607142857143
175,HP0176,48,49,46,47,0.05217391304347826,0.05,0.05326086956521739,0.051086956521739134
176,HP0177,31,31,26,26,0.055357142857142855,0.04642857142857143,0.055357142857142855,0.04642857142857143
177,HP0178,41,40,40,41,0.040235525024533855,0.03925417075564279,0.03925417075564279,0.040235525024533855
178,HP0179,18,18,18,18,0.02821316614420063,0.02821316614420063,0.02821316614420063,0.02821316614420063
179,HP0180,37,37,37,37,0.029042386185243328,0.029042386185243328,0.029042386185243328,0.029042386185243328
180,HP0181,33,35,33,33,0.04918032786885246,0.04918032786885246,0.05216095380029806,0.04918032786885246
181,HP0182,57,57,57,57,0.03794940079893475,0.03794940079893475,0.03794940079893475,0.03794940079893475
182,HP0183,46,44,45,45,0.03688853247794707,0.03608660785886127,0.03528468323977546,0.03608660785886127
183,HP0184,16,16,16,16,0.029684601113172542,0.029684601113172542,0.029684601113172542,0.029684601113172542
184,HP0185,32,32,32,32,0.04,0.04,0.04,0.04
185,HP0186,85,82,82,84,0.07018992568125516,0.06771263418662263,0.06771263418662263,0.06936416184971098
186,HP0187,15,14,14,14,0.0528169014084507,0.04929577464788732,0.04929577464788732,0.04929577464788732
187,HP0188,8,8,8,8,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.08163265306122448
188,HP0189,17,17,17,17,0.03207547169811321,0.03207547169811321,0.03207547169811321,0.03207547169811321
189,HP0190,59,60,57,58,0.03920265780730897,0.03787375415282392,0.03986710963455149,0.038538205980066444
190,HP0191,34,32,31,31,0.04632152588555858,0.04223433242506812,0.043596730245231606,0.04223433242506812
191,HP0192,103,103,103,102,0.04810836057916861,0.04810836057916861,0.04810836057916861,0.04764128911723494
192,HP0193,28,29,29,28,0.03664921465968586,0.03795811518324607,0.03795811518324607,0.03664921465968586
193,HP0194,22,22,22,22,0.03138373751783167,0.03138373751783167,0.03138373751783167,0.03138373751783167
194,HP0195,25,25,25,25,0.03033980582524272,0.03033980582524272,0.03033980582524272,0.03033980582524272
195,HP0196,51,50,49,49,0.0506454816285998,0.04865938430983118,0.04965243296921549,0.04865938430983118
196,HP0197,42,42,42,42,0.036395147313691506,0.036395147313691506,0.036395147313691506,0.036395147313691506
197,HP0198,15,15,15,15,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.036585365853658534
198,HP0199,18,18,16,16,0.05099150141643059,0.0453257790368272,0.05099150141643059,0.0453257790368272
199,HP0200,3,3,3,3,0.02097902097902098,0.02097902097902098,0.02097902097902098,0.02097902097902098
200,HP0201,43,43,42,42,0.04244817374136229,0.04146100691016782,0.04244817374136229,0.04146100691016782
201,HP0202,36,35,34,35,0.036290322580645164,0.034274193548387094,0.03528225806451613,0.03528225806451613
202,HP0203,17,16,16,16,0.0625,0.058823529411764705,0.058823529411764705,0.058823529411764705
203,HP0204,17,17,17,17,0.04473684210526316,0.04473684210526316,0.04473684210526316,0.04473684210526316
204,HP0205,91,88,89,87,0.038267451640033645,0.037426408746846086,0.03700588730025231,0.036585365853658534
205,HP0206,22,22,22,22,0.06811145510835913,0.06811145510835913,0.06811145510835913,0.06811145510835913
206,HP0207,52,52,52,52,0.042105263157894736,0.042105263157894736,0.042105263157894736,0.042105263157894736
207,HP0208,61,61,61,61,0.05104602510460251,0.05104602510460251,0.05104602510460251,0.05104602510460251
208,HP0209,42,41,42,42,0.031134173461823574,0.031134173461823574,0.03039288361749444,0.031134173461823574
209,HP0210,62,62,62,62,0.03329752953813104,0.03329752953813104,0.03329752953813104,0.03329752953813104
210,HP0211,22,22,22,22,0.029372496662216287,0.029372496662216287,0.029372496662216287,0.029372496662216287
211,HP0212,53,51,52,52,0.046167247386759584,0.04529616724738676,0.04442508710801394,0.04529616724738676
212,HP0213,51,51,51,51,0.027389903329752954,0.027389903329752954,0.027389903329752954,0.027389903329752954
213,HP0214,61,60,60,60,0.036858006042296075,0.03625377643504532,0.03625377643504532,0.03625377643504532
214,HP0215,30,30,30,32,0.037641154328732745,0.037641154328732745,0.037641154328732745,0.04015056461731493
215,HP0216,40,40,40,40,0.03626473254759746,0.03626473254759746,0.03626473254759746,0.03626473254759746
216,HP0217,46,46,43,44,0.04038630377524144,0.03775241439859526,0.04038630377524144,0.038630377524143986
217,HP0218,32,32,33,32,0.058394160583941604,0.060218978102189784,0.058394160583941604,0.058394160583941604
218,HP0219,13,13,13,13,0.0273109243697479,0.0273109243697479,0.0273109243697479,0.0273109243697479
219,HP0220,57,54,52,52,0.04913793103448276,0.04482758620689655,0.04655172413793104,0.04482758620689655
220,HP0221,59,59,59,59,0.06038894575230297,0.06038894575230297,0.06038894575230297,0.06038894575230297
221,HP0222,10,10,10,10,0.045871559633027525,0.045871559633027525,0.045871559633027525,0.045871559633027525
222,HP0223,60,58,58,57,0.043891733723482075,0.04242867593269934,0.04242867593269934,0.04169714703730797
223,HP0224,54,55,53,54,0.05018587360594796,0.04925650557620818,0.05111524163568773,0.05018587360594796
224,HP0225,1,1,1,1,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385
225,HP0226,29,28,28,27,0.03493975903614458,0.033734939759036145,0.033734939759036145,0.03253012048192771
226,HP0227,76,75,73,73,0.03667953667953668,0.03523166023166023,0.036196911196911194,0.03523166023166023
227,HP0228,38,38,39,39,0.032506415739948676,0.033361847733105215,0.032506415739948676,0.033361847733105215
228,HP0229,61,62,62,62,0.04212707182320442,0.04281767955801105,0.04281767955801105,0.04281767955801105
229,HP0230,26,26,26,26,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
230,HP0231,28,28,28,28,0.03526448362720403,0.03526448362720403,0.03526448362720403,0.03526448362720403
231,HP0232,26,26,23,23,0.040372670807453416,0.03571428571428571,0.040372670807453416,0.03571428571428571
232,HP0233,58,59,59,59,0.04961505560307956,0.0504704875962361,0.0504704875962361,0.0504704875962361
233,HP0234,16,17,17,17,0.030360531309297913,0.03225806451612903,0.03225806451612903,0.03225806451612903
234,HP0235,34,34,34,34,0.03195488721804511,0.03195488721804511,0.03195488721804511,0.03195488721804511
235,HP0236,14,15,15,14,0.03804347826086957,0.04076086956521739,0.04076086956521739,0.03804347826086957
236,HP0237,32,33,31,31,0.03489640130861505,0.03380588876772083,0.03598691384950927,0.03380588876772083
237,HP0238,62,60,62,60,0.035838150289017344,0.035838150289017344,0.03468208092485549,0.03468208092485549
238,HP0239,51,52,48,48,0.03789004457652303,0.03566121842496285,0.03863298662704309,0.03566121842496285
239,HP0240,36,37,36,35,0.0391304347826087,0.0391304347826087,0.04021739130434782,0.03804347826086957
240,HP0241,16,15,16,16,0.04081632653061224,0.04081632653061224,0.03826530612244898,0.04081632653061224
241,HP0242,19,18,17,17,0.06761565836298933,0.060498220640569395,0.06405693950177936,0.060498220640569395
242,HP0243,24,24,24,24,0.05568445475638051,0.05568445475638051,0.05568445475638051,0.05568445475638051
243,HP0244,36,35,35,35,0.03152364273204904,0.03064798598949212,0.03064798598949212,0.03064798598949212
244,HP0245,14,14,14,14,0.044585987261146494,0.044585987261146494,0.044585987261146494,0.044585987261146494
245,HP0246,33,33,33,33,0.03219512195121951,0.03219512195121951,0.03219512195121951,0.03219512195121951
246,HP0247,75,76,76,73,0.05084745762711865,0.05152542372881356,0.05152542372881356,0.04949152542372881
247,HP0248,27,28,28,28,0.02488479262672811,0.025806451612903226,0.025806451612903226,0.025806451612903226
248,HP0249,20,20,20,20,0.03731343283582089,0.03731343283582089,0.03731343283582089,0.03731343283582089
249,HP0250,56,57,56,57,0.03619909502262444,0.03619909502262444,0.03684550743374273,0.03684550743374273
250,HP0251,35,35,35,35,0.034550839091806514,0.034550839091806514,0.034550839091806514,0.034550839091806514
251,HP0252,51,51,50,50,0.03493150684931507,0.03424657534246575,0.03493150684931507,0.03424657534246575
252,HP0253,2,2,2,2,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.017699115044247787
253,HP0254,61,61,59,61,0.04721362229102167,0.0456656346749226,0.04721362229102167,0.04721362229102167
254,HP0255,48,47,45,46,0.03896103896103896,0.036525974025974024,0.03814935064935065,0.037337662337662336
255,HP0256,8,8,8,8,0.018823529411764704,0.018823529411764704,0.018823529411764704,0.018823529411764704
256,HP0257,33,33,33,34,0.05030487804878049,0.05030487804878049,0.05030487804878049,0.051829268292682924
257,HP0258,39,39,39,39,0.037392138063279005,0.037392138063279005,0.037392138063279005,0.037392138063279005
258,HP0259,36,38,35,35,0.028594122319301033,0.02779984114376489,0.030182684670373314,0.02779984114376489
259,HP0260,39,39,37,36,0.03388357949609035,0.03214596003475239,0.03388357949609035,0.03127715030408341
260,HP0261,14,14,14,14,0.035443037974683546,0.035443037974683546,0.035443037974683546,0.035443037974683546
261,HP0262,18,18,19,18,0.03005008347245409,0.03171953255425709,0.03005008347245409,0.03005008347245409
262,HP0263,23,23,23,23,0.030463576158940398,0.030463576158940398,0.030463576158940398,0.030463576158940398
263,HP0264,113,114,111,113,0.044020257109466304,0.043241137514608494,0.04440981690689521,0.044020257109466304
264,HP0265,26,26,25,25,0.03616133518776078,0.03477051460361613,0.03616133518776078,0.03477051460361613
265,HP0266,45,44,44,46,0.03971756398940865,0.038834951456310676,0.038834951456310676,0.04060017652250662
266,HP0267,42,44,43,43,0.03425774877650897,0.03507340946166395,0.03588907014681892,0.03507340946166395
267,HP0268,10,10,10,10,0.04184100418410042,0.04184100418410042,0.04184100418410042,0.04184100418410042
268,HP0269,48,49,49,49,0.0366412213740458,0.03740458015267176,0.03740458015267176,0.03740458015267176
269,HP0270,29,29,28,28,0.05979381443298969,0.0577319587628866,0.05979381443298969,0.0577319587628866
270,HP0271,42,43,43,42,0.04285714285714286,0.04387755102040816,0.04387755102040816,0.04285714285714286
271,HP0272,16,16,16,16,0.03018867924528302,0.03018867924528302,0.03018867924528302,0.03018867924528302
272,HP0273,20,20,20,20,0.03731343283582089,0.03731343283582089,0.03731343283582089,0.03731343283582089
273,HP0274,7,7,6,6,0.017721518987341773,0.015189873417721518,0.017721518987341773,0.015189873417721518
274,HP0275,57,58,55,54,0.04422032583397983,0.04266873545384019,0.04499612102404965,0.04189294026377036
275,HP0276,21,21,21,21,0.03790613718411552,0.03790613718411552,0.03790613718411552,0.03790613718411552
276,HP0277,17,17,17,17,0.06772908366533864,0.06772908366533864,0.06772908366533864,0.06772908366533864
277,HP0278,51,52,51,51,0.03514817367332874,0.03514817367332874,0.03583735354927636,0.03514817367332874
278,HP0279,25,25,25,25,0.02453385672227674,0.02453385672227674,0.02453385672227674,0.02453385672227674
279,HP0280,40,40,38,38,0.04069175991861648,0.038657171922685654,0.04069175991861648,0.038657171922685654
280,HP0281,28,28,28,28,0.025179856115107913,0.025179856115107913,0.025179856115107913,0.025179856115107913
281,HP0282,35,34,35,34,0.024322446143154968,0.024322446143154968,0.0236275191104934,0.0236275191104934
282,HP0283,37,37,37,36,0.03599221789883268,0.03599221789883268,0.03599221789883268,0.03501945525291829
283,HP0284,46,45,45,46,0.029336734693877552,0.028698979591836735,0.028698979591836735,0.029336734693877552
284,HP0285,50,50,50,50,0.03990422984836393,0.03990422984836393,0.03990422984836393,0.03990422984836393
285,HP0286,54,54,55,55,0.03274711946634324,0.03335354760460885,0.03274711946634324,0.03335354760460885
286,HP0287,19,18,17,18,0.036893203883495145,0.03300970873786408,0.03495145631067961,0.03495145631067961
287,HP0288,17,17,17,18,0.036170212765957444,0.036170212765957444,0.036170212765957444,0.03829787234042553
288,HP0289,255,256,254,254,0.02938465084120765,0.02926941691634017,0.02949988476607513,0.02926941691634017
289,HP0290,54,54,54,54,0.044481054365733116,0.044481054365733116,0.044481054365733116,0.044481054365733116
290,HP0291,5,5,5,5,0.017421602787456445,0.017421602787456445,0.017421602787456445,0.017421602787456445
291,HP0292,36,35,36,36,0.04142692750287687,0.04142692750287687,0.04027617951668585,0.04142692750287687
292,HP0293,39,39,39,38,0.023269689737470168,0.023269689737470168,0.023269689737470168,0.022673031026252982
293,HP0294,40,39,39,39,0.03937007874015748,0.038385826771653545,0.038385826771653545,0.038385826771653545
294,HP0295,70,69,67,66,0.028191703584373742,0.02698348771647201,0.02778896496173983,0.026580749093838098
295,HP0296,14,13,14,13,0.04501607717041801,0.04501607717041801,0.04180064308681672,0.04180064308681672
296,HP0297,11,11,11,11,0.04182509505703422,0.04182509505703422,0.04182509505703422,0.04182509505703422
297,HP0298,51,51,52,51,0.030984204131227218,0.031591737545565005,0.030984204131227218,0.030984204131227218
298,HP0299,49,48,49,49,0.04895104895104895,0.04895104895104895,0.04795204795204795,0.04895104895104895
299,HP0300,48,48,48,48,0.05620608899297424,0.05620608899297424,0.05620608899297424,0.05620608899297424
300,HP0301,31,33,30,31,0.03604651162790698,0.03488372093023256,0.03837209302325582,0.03604651162790698
301,HP0302,30,30,30,30,0.037359900373599,0.037359900373599,0.037359900373599,0.037359900373599
302,HP0303,25,25,26,26,0.023169601482854494,0.024096385542168676,0.023169601482854494,0.024096385542168676
303,HP0304,37,37,34,35,0.037525354969574036,0.034482758620689655,0.037525354969574036,0.035496957403651115
304,HP0305,26,26,25,25,0.047186932849364795,0.045372050816696916,0.047186932849364795,0.045372050816696916
305,HP0306,50,51,49,49,0.038789759503491075,0.03801396431342126,0.0395655546935609,0.03801396431342126
306,HP0307,8,9,9,8,0.02973977695167286,0.03345724907063197,0.03345724907063197,0.02973977695167286
307,HP0308,13,13,13,13,0.032418952618453865,0.032418952618453865,0.032418952618453865,0.032418952618453865
308,HP0309,39,39,40,40,0.044571428571428574,0.045714285714285714,0.044571428571428574,0.045714285714285714
309,HP0310,41,41,42,41,0.04669703872437358,0.04783599088838269,0.04669703872437358,0.04669703872437358
310,HP0311,9,9,9,9,0.024657534246575342,0.024657534246575342,0.024657534246575342,0.024657534246575342
311,HP0312,33,32,32,35,0.034303534303534305,0.033264033264033266,0.033264033264033266,0.036382536382536385
312,HP0313,36,37,36,36,0.03152364273204904,0.03152364273204904,0.03239929947460595,0.03152364273204904
313,HP0314,4,4,4,4,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
